sample_idx,text,speaker,gender,age,expert_accuracy,expert_fluency,expert_completeness,expert_prosodic,azure_accuracy,azure_fluency,azure_completeness,azure_prosodic,diff_accuracy,diff_fluency,diff_completeness,diff_prosodic,assessment_time,recognized_text
722,STARTING ON TUESDAY IT'S BACK TO WORK,1135,m,25,7,8,10.0,7,7.6,10.0,7.1,10.0,0.5999999999999996,2.0,2.9000000000000004,3.0,4.1733386516571045,"Starting on Tuesday, it's back to work."
723,IN COLLEGE YOU COULD GET AWAY WITH THINGS,1135,m,25,7,8,10.0,7,8.5,8.299999999999999,10.0,8.299999999999999,1.5,0.29999999999999893,0.0,1.299999999999999,3.190214157104492,In college you could get away with things.
724,LOOKING TO GET IN TOUCH WITH YOUR MARKETING CREW,1135,m,25,7,7,10.0,7,8.4,10.0,8.9,10.0,1.4000000000000004,3.0,1.0999999999999996,3.0,3.484890937805176,Looking to get in touch with your marketing crew?
725,TAKE A BREAK TO GET A GLASS OF WATER LATELY,1135,m,25,8,7,10.0,7,8.9,10.0,10.0,10.0,0.9000000000000004,3.0,0.0,3.0,3.1060140132904053,Take a break to get a glass of water lately.
726,NOW IS THE NEW LATER,1135,m,25,8,8,10.0,7,9.399999999999999,10.0,10.0,10.0,1.3999999999999986,2.0,0.0,3.0,3.107194185256958,Now is the new later.
727,YET THEY END UP IN CELLS,1135,m,25,8,7,10.0,7,8.7,9.7,10.0,9.7,0.6999999999999993,2.6999999999999993,0.0,2.6999999999999993,3.139791965484619,Yet they end up in cells.
728,WHAT DO YOU THINK OF BUD LIGHT'S NEW DESIGN,1135,m,25,7,7,10.0,6,8.299999999999999,10.0,8.9,10.0,1.299999999999999,3.0,1.0999999999999996,4.0,3.3618006706237793,What do you think of Bud Light's new design?
729,SPIRITED AWAY IS A MASTERPIECE,1135,m,25,6,7,10.0,7,8.100000000000001,10.0,10.0,10.0,2.1000000000000014,3.0,0.0,3.0,3.1435508728027344,Spirited Away is a masterpiece.
730,GET READY TO MAKE FUN OF THEM,1135,m,25,6,7,10.0,7,6.3,9.9,5.699999999999999,9.9,0.2999999999999998,2.9000000000000004,4.300000000000001,2.9000000000000004,3.2906858921051025,Get ready to make fun of them.
731,NO KIDDING NOT EVEN A LITTLE,1135,m,25,8,8,10.0,7,7.199999999999999,8.299999999999999,8.299999999999999,8.299999999999999,0.8000000000000007,0.29999999999999893,1.700000000000001,1.299999999999999,2.892547607421875,Not kidding. Not even a little.
732,THAT'S THE ONLY THING HE CAN DO AT THE POINT,1135,m,25,7,7,10.0,7,8.4,10.0,10.0,10.0,1.4000000000000004,3.0,0.0,3.0,3.0883140563964844,That's the only thing he can do at the point.
733,THEY WERE SO IN LOVE WITH EACH OTHER,1135,m,25,7,7,10.0,7,8.5,10.0,8.8,10.0,1.5,3.0,1.1999999999999993,3.0,3.1718456745147705,They were so in love with each other.
734,WILL BE FUN TO THAT'S THEM ALL YEAR,1135,m,25,7,7,10.0,6,7.5,9.399999999999999,7.5,9.399999999999999,0.5,2.3999999999999986,2.5,3.3999999999999986,3.0525565147399902,Will be fun to will. That's them all year.
735,FALL IN LOVE WITH YOUR OWNER COMPANY,1135,m,25,7,7,10.0,7,8.5,10.0,8.6,10.0,1.5,3.0,1.4000000000000004,3.0,3.5193896293640137,Fall in love with your owner company.
736,SUPPORTING EACH OTHER IS THE KEY,1135,m,25,7,7,10.0,7,7.5,9.8,8.299999999999999,9.8,0.5,2.8000000000000007,1.700000000000001,2.8000000000000007,3.17921781539917,Supporting each other is the key.
737,IT WAS ONLY A NOTE A FEW LINES,1135,m,25,7,7,10.0,6,7.6,8.9,8.8,8.9,0.5999999999999996,1.9000000000000004,1.1999999999999993,2.9000000000000004,3.168327569961548,It was a only a note a few lines.
738,BEST TO SAY NOTHING UNTIL THE ENTIRE AFFAIR WAS OVER,1135,m,25,7,7,10.0,7,7.7,10.0,9.0,10.0,0.7000000000000002,3.0,1.0,3.0,3.438920021057129,Best to say nothing until the entire affair was over.
739,WHAT WERE THE POLICE ABOUT,1135,m,25,8,7,10.0,7,8.299999999999999,8.9,10.0,8.9,0.29999999999999893,1.9000000000000004,0.0,1.9000000000000004,2.971078872680664,What the were the police about?
740,I HAD TO DO IT FROM A FINANCIAL STANDPOINT,1156,m,33,8,9,10.0,8,9.5,9.7,10.0,9.7,1.5,0.6999999999999993,0.0,1.6999999999999993,3.1837317943573,I had to do it from a financial standpoint.
741,IT IS DANGEROUS TO GO TO A DOCTOR,1156,m,33,9,10,10.0,9,9.3,10.0,10.0,10.0,0.3000000000000007,0.0,0.0,1.0,3.319430351257324,It is dangerous to go to a doctor.
742,THIS LOOKS AS IF IT'S GOING TO WORK,1156,m,33,9,9,10.0,9,9.6,8.8,10.0,8.8,0.5999999999999996,0.1999999999999993,0.0,0.1999999999999993,3.265399694442749,This looks as if it's going to work.
743,BUT IF THEY COOPERATE THEY MAY BENEFIT FROM THE SITUATION,1156,m,33,9,8,10.0,9,9.399999999999999,8.4,10.0,8.4,0.3999999999999986,0.40000000000000036,0.0,0.5999999999999996,3.6594886779785156,"But if they cooperate, they may benefit from the situation."
744,MAN WAS MADE TO WALK,1156,m,33,9,9,10.0,9,9.9,9.8,10.0,9.8,0.9000000000000004,0.8000000000000007,0.0,0.8000000000000007,2.785128355026245,Man was made to walk.
745,YOU WOULD HAVE TO LIVE IT TO BELIEVE IT,1156,m,33,9,10,10.0,9,9.8,9.9,10.0,9.9,0.8000000000000007,0.09999999999999964,0.0,0.9000000000000004,2.944753408432007,You would have to live it to believe it.
746,BUT THIS IS NOT THE TIME TO CHANGE COLORS,1156,m,33,10,9,10.0,10,9.8,10.0,10.0,10.0,0.1999999999999993,1.0,0.0,0.0,3.3615238666534424,But this is not the time to change colors.
747,SHE WAS PLACED HER UNDER HOUSE ARREST THE NEXT DAY,1156,m,33,9,9,10.0,9,9.6,9.0,10.0,9.0,0.5999999999999996,0.0,0.0,0.0,3.3266217708587646,She was placed her under house arrest the next day.
748,THE LATEST ADDITION TO THE COLLECTION,1156,m,33,10,9,10.0,9,9.0,9.9,10.0,9.9,1.0,0.9000000000000004,0.0,0.9000000000000004,3.1678080558776855,The latest addition to the collection.
749,THANKS FOR TAKING THE TIME TO DO THE STORY,1156,m,33,9,10,10.0,10,9.7,10.0,10.0,10.0,0.6999999999999993,0.0,0.0,0.0,3.2987477779388428,Thanks for taking the time to do the story.
750,IT'S GOING TO BE SUCH A CRAZY MOMENT,1156,m,33,10,10,10.0,10,9.8,10.0,10.0,10.0,0.1999999999999993,0.0,0.0,0.0,3.089569330215454,It's going to be such a crazy moment.
751,POETRY IS GOOD FOR THE SOUL,1156,m,33,9,10,10.0,9,9.7,9.9,10.0,9.9,0.6999999999999993,0.09999999999999964,0.0,0.9000000000000004,2.9278311729431152,Poetry is good for the soul.
752,WHO WANT TO GO TO THE PARK WITH ME,1156,m,33,9,9,10.0,9,9.9,10.0,10.0,10.0,0.9000000000000004,1.0,0.0,1.0,3.0874719619750977,Who want to go to the park with me?
753,I NEED TO DO SOMETHING WITH MY LIFE,1156,m,33,10,9,10.0,9,9.7,9.9,10.0,9.9,0.3000000000000007,0.9000000000000004,0.0,0.9000000000000004,2.8269619941711426,I need to do something with my life.
754,TAKING A WALK TO THE STORE,1156,m,33,10,10,10.0,10,9.8,10.0,10.0,10.0,0.1999999999999993,0.0,0.0,0.0,2.9211626052856445,Taking a walk to the store.
755,OR IS IT GOING TO HAPPEN,1156,m,33,10,10,10.0,10,9.8,10.0,10.0,10.0,0.1999999999999993,0.0,0.0,0.0,2.9793479442596436,Or is it going to happen?
756,THEY WERE GOING TO MEET AS USUAL,1156,m,33,9,9,10.0,9,9.7,10.0,10.0,10.0,0.6999999999999993,1.0,0.0,1.0,2.8604989051818848,They were going to meet as usual.
757,HE STARED AT THE BLACKNESS,1156,m,33,9,9,10.0,10,8.8,9.9,10.0,9.9,0.1999999999999993,0.9000000000000004,0.0,0.09999999999999964,3.0177719593048096,He stared at the blackness.
758,I WAS WITH SAME A GOOD DEAL AFTERWARDS,1156,m,33,10,9,10.0,9,9.5,9.9,10.0,9.9,0.5,0.9000000000000004,0.0,0.9000000000000004,3.14625883102417,I was with same a good deal afterwards.
759,TO SAY SUCH A THING,1156,m,33,9,9,10.0,10,9.3,10.0,10.0,10.0,0.3000000000000007,1.0,0.0,0.0,2.8079097270965576,To say such a thing.
760,SHE COULD JUST GO ON AND ON,1181,m,23,8,8,10.0,8,7.800000000000001,10.0,8.6,10.0,0.1999999999999993,2.0,1.4000000000000004,2.0,3.2937309741973877,She could just go on and on.
761,IF I DO THAT I KNOW WILL MAKE THE TRICK,1181,m,23,7,8,10.0,7,8.8,9.1,10.0,9.1,1.8000000000000007,1.0999999999999996,0.0,2.0999999999999996,3.009512424468994,"If I do that, I know will make the trick."
762,I NEED TO PICK UP A DESK,1181,m,23,8,8,10.0,8,8.9,9.0,10.0,9.0,0.9000000000000004,1.0,0.0,1.0,3.0530829429626465,I need to pick up a desk.
763,PLAYERS GET A PART ON THE BACK RIGHT,1181,m,23,8,8,10.0,7,8.7,10.0,10.0,10.0,0.6999999999999993,2.0,0.0,3.0,3.0705654621124268,Players get a part on the back right?
764,BECAUSE YOU NEED A SHELF,1181,m,23,8,8,10.0,7,8.0,6.5,8.0,6.5,0.0,1.5,2.0,0.5,2.957332134246826,Because you need a shelf.
765,PLEASE KNOW THAT WE ARE WORKING TO REMOVE IF,1181,m,23,7,8,10.0,7,7.9,10.0,6.7,10.0,0.9000000000000004,2.0,3.3,3.0,2.9492697715759277,Please know that we are working to remove if.
766,THERE IS STAT TIME FOR YOU TO JOIN US TOO,1181,m,23,7,8,10.0,7,8.5,8.9,9.0,8.9,1.5,0.9000000000000004,1.0,1.9000000000000004,2.8868539333343506,There is stat time for you to join us too.
767,SPEAK UP FOR THOSE WHO CANNOT SPEAK FOR THEMSELVES,1181,m,23,6,7,10.0,6,6.2,9.9,6.7,9.9,0.20000000000000018,2.9000000000000004,3.3,3.9000000000000004,3.3538031578063965,Those who cannot speak for themselves.
768,BLESSING ON A NEW YEAR,1181,m,23,7,8,10.0,8,8.2,10.0,8.0,10.0,1.1999999999999993,2.0,2.0,2.0,2.7032151222229004,Blessing on a new year.
769,EATING RACE WITH A FORK,1181,m,23,7,7,10.0,7,8.0,7.3,8.0,7.3,1.0,0.2999999999999998,2.0,0.2999999999999998,2.6161205768585205,Eating race with a fork.
770,I GUESS THIS IS SUPPOSED TO BE FUN,1181,m,23,7,8,10.0,7,7.800000000000001,10.0,7.5,10.0,0.8000000000000007,2.0,2.5,3.0,3.0497920513153076,I guess this is supposed to be fun.
771,THAT'S NOT EVEN A PREDICTION,1181,m,23,8,8,10.0,6,8.2,8.5,8.0,8.5,0.1999999999999993,0.5,2.0,2.5,2.6872291564941406,That's not even a prediction.
772,AM I THE ONLY ONE HERE,1181,m,23,8,8,10.0,8,9.6,10.0,10.0,10.0,1.5999999999999996,2.0,0.0,2.0,2.853240966796875,Am I the only one here?
773,I CAN TELL YOU THE REASON WHY,1181,m,23,9,9,10.0,7,9.6,10.0,10.0,10.0,0.5999999999999996,1.0,0.0,3.0,2.666638135910034,I can tell you the reason why.
774,THANKS SO MUCH FOR THE FOLLOWS,1181,m,23,7,8,10.0,7,8.8,10.0,8.299999999999999,10.0,1.8000000000000007,2.0,1.700000000000001,3.0,2.661167621612549,Thanks so much for the follows.
775,THEY ME WILL BE BACK TOGETHER,1181,m,23,7,8,10.0,8,8.2,10.0,8.299999999999999,10.0,1.1999999999999993,2.0,1.700000000000001,2.0,2.8535022735595703,They me will be back together.
776,LET ME KNOW IF YOU HAVE ANYTHING HE CAN ATTEND,1181,m,23,6,6,10.0,6,9.200000000000001,9.8,10.0,9.8,3.200000000000001,3.8000000000000007,0.0,3.8000000000000007,3.5141797065734863,Let me know if you have anything he can attend.
777,OF THIS HE WOULD NOT HEAR WOOD,1181,m,23,7,7,10.0,8,9.5,8.0,10.0,8.0,2.5,1.0,0.0,0.0,3.066323757171631,Of this he would not hear wood.
778,HE MUST ADMIT THAT TO HIMSELF,1181,m,23,7,8,10.0,8,8.100000000000001,9.9,6.7,9.9,1.1000000000000014,1.9000000000000004,3.3,1.9000000000000004,3.0872862339019775,He must admit that to himself.
779,IT'S A MUCH WORSE THAN HE HAD EXPECTED,1181,m,23,7,7,10.0,7,9.200000000000001,9.1,10.0,9.1,2.200000000000001,2.0999999999999996,0.0,2.0999999999999996,2.9858992099761963,It's a much worse than he had expected.
780,THANKFUL FOR SO MANY OF YOU,1186,m,23,7,6,10.0,7,9.200000000000001,9.3,10.0,9.3,2.200000000000001,3.3000000000000007,0.0,2.3000000000000007,3.3920257091522217,Thankful for so many of you.
781,REWARD LIVES IN THE HOUSE OF RISK,1186,m,23,7,7,10.0,6,9.200000000000001,9.7,10.0,9.7,2.200000000000001,2.6999999999999993,0.0,3.6999999999999993,3.4651567935943604,Reward lives in the House of risk.
782,EXCITED AND GOING TO BED,1186,m,23,8,6,10.0,6,9.200000000000001,4.5,10.0,4.5,1.200000000000001,1.5,0.0,1.5,3.6377506256103516,Excited and going to bed.
783,THAT'S SAY IT IS GOOD,1186,m,23,8,7,10.0,7,9.6,9.399999999999999,10.0,9.399999999999999,1.5999999999999996,2.3999999999999986,0.0,2.3999999999999986,3.069460391998291,That's say it is good.
784,YOU HAVE TO WORK FOR THEM,1186,m,23,6,7,10.0,7,9.7,10.0,10.0,10.0,3.6999999999999993,3.0,0.0,3.0,2.9213762283325195,You have to work for them.
785,NO IT IS YOU WHO MUST BE THANKED,1186,m,23,8,7,10.0,7,9.9,8.6,10.0,8.6,1.9000000000000004,1.5999999999999996,0.0,1.5999999999999996,4.319997310638428,"No, it is you who must be thanked."
786,ALL THAT CAN BE VERY COSTLY,1186,m,23,7,7,10.0,7,9.399999999999999,9.3,10.0,9.3,2.3999999999999986,2.3000000000000007,0.0,2.3000000000000007,3.1766574382781982,All that can be very costly.
787,WAKE UP WITH A MISSION,1186,m,23,7,7,10.0,7,9.7,9.0,10.0,9.0,2.6999999999999993,2.0,0.0,2.0,3.0442566871643066,Wake up with a mission.
788,DO YOU WANT GOD TO HELP YOU,1186,m,23,7,7,10.0,6,9.7,8.0,10.0,8.0,2.6999999999999993,1.0,0.0,2.0,3.295907497406006,Do you want God to help you?
789,I WANTED TO SEE THE MAN AFTER HEARING ALL THIS,1186,m,23,7,6,10.0,5,9.7,9.9,10.0,9.9,2.6999999999999993,3.9000000000000004,0.0,4.9,3.431034803390503,I wanted to see the man after hearing all this.
790,IT EASY PREVAIL SYSTEM,1186,m,23,7,7,10.0,7,8.4,7.5,7.5,7.5,1.4000000000000004,0.5,2.5,0.5,3.0544116497039795,It easy prevail system.
791,I TELL YOU IT IS DEATH,1186,m,23,7,7,10.0,7,9.7,9.8,10.0,9.8,2.6999999999999993,2.8000000000000007,0.0,2.8000000000000007,2.973782777786255,"I tell you, it is death."
792,WHAT DO YOU SAY TO A MIDDLE COURSE,1186,m,23,7,6,10.0,6,9.399999999999999,7.9,10.0,7.9,2.3999999999999986,1.9000000000000004,0.0,1.9000000000000004,3.335146427154541,What do you say to a middle course?
793,YOU ARE A FOOL FOR THAT,1186,m,23,8,8,10.0,7,9.6,9.8,10.0,9.8,1.5999999999999996,1.8000000000000007,0.0,2.8000000000000007,3.0658795833587646,You are a fool for that.
794,SHE HAD HERE OWN WILL,1186,m,23,8,8,10.0,8,9.200000000000001,9.8,10.0,9.8,1.200000000000001,1.8000000000000007,0.0,1.8000000000000007,3.1414337158203125,She had here own will.
795,I WAS NEVER SICK IN MY LIFE,1186,m,23,8,8,10.0,8,9.8,9.9,10.0,9.9,1.8000000000000007,1.9000000000000004,0.0,1.9000000000000004,2.997831106185913,I was never sick in my life.
796,AM I NEVER TO BE ALLOWED TO DO ANYTHING,1186,m,23,4,5,10.0,6,9.5,8.4,10.0,8.4,5.5,3.4000000000000004,0.0,2.4000000000000004,3.413461446762085,Am I never to be allowed to do anything?
797,YES I LIVE ON THIS SEA,1186,m,23,7,8,10.0,8,9.399999999999999,9.200000000000001,10.0,9.200000000000001,2.3999999999999986,1.200000000000001,0.0,1.200000000000001,2.9318745136260986,"Yes, I live on this sea."
798,LEGAL PROTECTION IS A MUST,1186,m,23,6,6,10.0,6,9.5,9.6,10.0,9.6,3.5,3.5999999999999996,0.0,3.5999999999999996,3.102942943572998,Legal protection is a must.
799,HE WAS LOVE LOVED BY ALL AND HE LOVES ALL,1186,m,23,6,6,10.0,7,9.9,9.399999999999999,10.0,9.399999999999999,3.9000000000000004,3.3999999999999986,0.0,2.3999999999999986,3.535346508026123,He was love loved by all and he loves all.
800,REALITY IS NOT AS DRAMATIC,1228,m,26,3,7,10.0,7,5.699999999999999,10.0,6.0,10.0,2.6999999999999993,3.0,4.0,3.0,2.851365327835083,Reality is not as dramatic.
801,IT WAS A NICE WAY TO END OUR HOME SEASON,1228,m,26,8,7,10.0,7,7.9,10.0,8.0,10.0,0.09999999999999964,3.0,2.0,3.0,3.3245880603790283,It was a nice way to end our home season.
802,IT IS EXPECTED TO TURN DOWN THE IDEA AGAIN,1228,m,26,7,7,10.0,7,8.7,10.0,10.0,10.0,1.6999999999999993,3.0,0.0,3.0,3.1854655742645264,It is expected to turn down the idea again.
803,SHE DROPPED ONLY NINE POINTS IN THE SECOND SET,1228,m,26,7,7,10.0,7,9.0,8.299999999999999,10.0,8.299999999999999,2.0,1.299999999999999,0.0,1.299999999999999,3.4799559116363525,She dropped in the only 9 points in the second set.
804,THERE IS JUST SO MUCH WORK TO DO,1228,m,26,8,7,10.0,6,8.9,10.0,10.0,10.0,0.9000000000000004,3.0,0.0,4.0,2.993356943130493,There is just so much work to do.
805,ALREADY OFF TO A GREAT DAY,1228,m,26,8,8,10.0,7,8.9,8.299999999999999,10.0,8.299999999999999,0.9000000000000004,0.29999999999999893,0.0,1.299999999999999,2.791581153869629,Already off to a great a day.
806,WHAT DO YOU THINK WE SHOULD DO WITH IT,1228,m,26,7,7,10.0,6,8.5,8.8,10.0,8.8,1.5,1.8000000000000007,0.0,2.8000000000000007,2.974653482437134,What do you think we should do with it?
807,IN THE MORNING AT NIGHT IN THE AFTERNOON,1228,m,26,7,7,10.0,7,8.5,9.3,10.0,9.3,1.5,2.3000000000000007,0.0,2.3000000000000007,3.2267143726348877,"In the morning, at night, at in the afternoon."
808,WE WILL BE BACK IN THE NEW YEAR,1228,m,26,8,8,10.0,8,7.0,9.0,6.2,9.0,1.0,1.0,3.8,1.0,2.9819557666778564,Will will be back in the new year.
809,WOULD BE INTERESTING TO SEE ANOTHER ONE,1228,m,26,8,8,10.0,8,8.7,10.0,8.6,10.0,0.6999999999999993,2.0,1.4000000000000004,2.0,2.949981927871704,Would be interesting to see another one.
810,IS THIS SUPPOSED TO BE A SURPRISE,1228,m,26,7,7,10.0,7,7.4,8.5,8.6,8.5,0.40000000000000036,1.5,1.4000000000000004,1.5,3.119128704071045,Is this is supposed to be a surprise?
811,PEOPLE ARE ALLOWED TO BE ANGRY,1228,m,26,8,8,10.0,8,9.399999999999999,10.0,10.0,10.0,1.3999999999999986,2.0,0.0,2.0,2.9656691551208496,People are allowed to be angry.
812,YES WE NEED TO TALK,1228,m,26,8,9,10.0,8,9.200000000000001,10.0,10.0,10.0,1.200000000000001,1.0,0.0,2.0,2.6973397731781006,"Yes, we need to talk."
813,BACK TO THE ORIGINAL ME,1228,m,26,8,8,10.0,8,8.4,10.0,10.0,10.0,0.40000000000000036,2.0,0.0,2.0,2.904740810394287,Back to the original me.
814,EXISTENCE IS SO BETTER FOR EVERY ONE OF US,1228,m,26,7,7,10.0,7,8.299999999999999,9.6,8.9,9.6,1.299999999999999,2.5999999999999996,1.0999999999999996,2.5999999999999996,3.417463779449463,"Existence is us, so better for every one of us."
815,YOU CAN DEPEND ON ME,1228,m,26,8,9,10.0,8,9.200000000000001,10.0,10.0,10.0,1.200000000000001,1.0,0.0,2.0,2.8152945041656494,You can depend on me.
816,YOU MAY TELL HER THAT,1228,m,26,7,7,10.0,7,9.5,10.0,10.0,10.0,2.5,3.0,0.0,3.0,2.8522391319274902,You may tell her that.
817,OH THAT WOULD HURT YOU,1228,m,26,8,8,10.0,7,9.1,9.3,10.0,9.3,1.0999999999999996,1.3000000000000007,0.0,2.3000000000000007,2.687530994415283,"Oh, that oh would hurt you."
818,HOW I SHOULD LIKE TO CHANGE THAT NAME,1228,m,26,7,7,10.0,7,8.8,10.0,10.0,10.0,1.8000000000000007,3.0,0.0,3.0,3.0840413570404053,How I should like to change that name?
819,THEY WERE IN A TAP,1228,m,26,8,8,10.0,8,6.800000000000001,8.8,8.0,8.8,1.1999999999999993,0.8000000000000007,2.0,0.8000000000000007,2.673258066177368,They were in were tap.
820,I WOULD NOT MAKE SUCH COMMENTS,1292,m,37,8,8,10.0,8,9.200000000000001,10.0,10.0,10.0,1.200000000000001,2.0,0.0,2.0,2.9707324504852295,I would not make such comments.
821,I THINK THEY WILL FIND THAT THE CONCEPT WORK,1292,m,37,7,8,10.0,8,9.0,10.0,10.0,10.0,2.0,2.0,0.0,2.0,2.9925782680511475,I think they will find that the concept work.
822,IT NOT HARD TO FINE,1292,m,37,9,9,10.0,9,9.7,10.0,10.0,10.0,0.6999999999999993,1.0,0.0,1.0,2.539785385131836,It not hard to fine.
823,IT'S NOTHING YOU TRY NOT TO THINK,1292,m,37,8,9,10.0,8,9.200000000000001,10.0,10.0,10.0,1.200000000000001,1.0,0.0,2.0,3.0114033222198486,It's nothing you try not to think.
824,THAT WAS MONEY FOR CHRISTMAS GIFTS,1292,m,37,8,9,10.0,7,9.1,10.0,10.0,10.0,1.0999999999999996,1.0,0.0,3.0,2.8522961139678955,That was money for Christmas gifts.
825,THAT MAKES HIM A BETTER PLAYER,1292,m,37,8,9,10.0,8,9.8,10.0,10.0,10.0,1.8000000000000007,1.0,0.0,2.0,2.8000924587249756,That makes him a better player.
826,BUT EVEN IF HE COULD I DOUBT HAD HE WOULD,1292,m,37,8,8,10.0,7,9.399999999999999,9.9,10.0,9.9,1.3999999999999986,1.9000000000000004,0.0,2.9000000000000004,3.1527843475341797,"But even if he could, I doubt had he would."
827,THAT I NEED TO CLEAN,1292,m,37,9,9,10.0,9,9.7,10.0,10.0,10.0,0.6999999999999993,1.0,0.0,1.0,2.9280455112457275,That I need to clean.
828,I WILL DO THIS AGAIN SO YOU HAVE A CHANCE,1292,m,37,8,9,10.0,9,9.8,9.9,10.0,9.9,1.8000000000000007,0.9000000000000004,0.0,0.9000000000000004,2.8750722408294678,I will do this again so you have a chance.
829,THANK YOU FOR ALL THOSE WHO VOTED,1292,m,37,9,9,10.0,7,9.7,10.0,10.0,10.0,0.6999999999999993,1.0,0.0,3.0,2.8942010402679443,Thank you for all those who voted.
830,I WILL FIND A COPY OF THIS ONE DAY,1292,m,37,8,9,10.0,8,9.8,10.0,10.0,10.0,1.8000000000000007,1.0,0.0,2.0,3.2173688411712646,I will find a copy of this one day.
831,FEELS GOOD TO BE HERE AGAIN,1292,m,37,8,9,10.0,8,9.6,10.0,10.0,10.0,1.5999999999999996,1.0,0.0,2.0,3.019613265991211,Feels good to be here again.
832,SOMETIMES YOU JUST NEED A GOOD LAUGH,1292,m,37,8,10,10.0,9,9.8,10.0,10.0,10.0,1.8000000000000007,0.0,0.0,1.0,3.1033101081848145,Sometimes you just need a good laugh.
833,LISTENING TO DEATH GRIPS IN PUBLIC,1292,m,37,9,9,10.0,9,9.5,10.0,10.0,10.0,0.5,1.0,0.0,1.0,2.869875192642212,Listening to Death Grips in public.
834,ALSO THANKS TO ALL SPONSORS,1292,m,37,8,9,10.0,8,7.800000000000001,10.0,8.0,10.0,0.1999999999999993,1.0,2.0,2.0,2.9032154083251953,Also thanks to all sponsors.
835,YOU NEVER KNOW WHAT YOU ARE GOING TO IMPACT,1292,m,37,8,8,10.0,7,9.8,10.0,10.0,10.0,1.8000000000000007,2.0,0.0,3.0,3.097933053970337,You never know what you are going to impact.
836,REALLY IN DEED OF IT,1292,m,37,8,9,10.0,8,9.3,10.0,10.0,10.0,1.3000000000000007,1.0,0.0,2.0,2.8211307525634766,Really. In deed of it.
837,AWARDED AS BEST PICTURE OF THE YEAR,1292,m,37,8,8,10.0,8,9.399999999999999,10.0,10.0,10.0,1.3999999999999986,2.0,0.0,2.0,3.0658981800079346,Awarded as Best Picture of the Year.
838,SUMMER IS BETTER THAN WINTER,1292,m,37,9,10,10.0,9,9.5,10.0,10.0,10.0,0.5,0.0,0.0,1.0,2.6178324222564697,Summer is better than winter.
839,DO WE WANT THE COMPETITION,1292,m,37,8,9,10.0,9,9.200000000000001,10.0,10.0,10.0,1.200000000000001,1.0,0.0,1.0,2.8839685916900635,Do we want the competition?
840,NO ONE WAS HURT IN THE EXPLOSION,1293,m,32,8,10,10.0,9,9.8,10.0,10.0,10.0,1.8000000000000007,0.0,0.0,1.0,2.9341700077056885,No one was hurt in the explosion.
841,WHERE ARE THEY SUPPOSED TO TURN,1293,m,32,8,9,10.0,9,9.8,10.0,10.0,10.0,1.8000000000000007,1.0,0.0,1.0,2.7021517753601074,Where are they supposed to turn?
842,MORALE IN SOME PARTS OF COMPANY IS NOT STRONG,1293,m,32,8,9,10.0,9,9.6,10.0,10.0,10.0,1.5999999999999996,1.0,0.0,1.0,3.146350622177124,Morale in some parts of company is not strong.
843,I OFFERED HIM AN OUT,1293,m,32,10,10,10.0,9,9.8,9.9,10.0,9.9,0.1999999999999993,0.09999999999999964,0.0,0.9000000000000004,3.411508798599243,I offered him an out.
844,THE RESULT WAS NOT A PRETTY SIGHT,1293,m,32,9,8,10.0,8,9.3,9.3,10.0,9.3,0.3000000000000007,1.3000000000000007,0.0,1.3000000000000007,3.217477560043335,The result was not a pretty sight.
845,ANYTHING OVER THAT IS A BENEFIT,1293,m,32,9,9,10.0,8,9.8,10.0,10.0,10.0,0.8000000000000007,1.0,0.0,2.0,2.819110155105591,Anything over that is a benefit.
846,WE SALUTE AND THANK YOU FOR IT,1293,m,32,9,9,10.0,9,9.6,9.8,10.0,9.8,0.5999999999999996,0.8000000000000007,0.0,0.8000000000000007,2.7893593311309814,We salute and thank you for it.
847,THAT'S JUST THE WAY THE MAN WAS,1293,m,32,8,9,10.0,8,9.7,10.0,10.0,10.0,1.6999999999999993,1.0,0.0,2.0,2.770665407180786,That's just the way the man was.
848,I MAY HAVE A HOLIDAY FIRST,1293,m,32,10,10,10.0,8,9.8,10.0,10.0,10.0,0.1999999999999993,0.0,0.0,2.0,3.0048773288726807,I may have a holiday first.
849,THAT'S THE KIND OF PRESIDENT I INTEND TO BE,1293,m,32,8,9,10.0,8,9.7,10.0,10.0,10.0,1.6999999999999993,1.0,0.0,2.0,3.1955323219299316,That's the kind of president I intend to be.
850,HIS MOTHER IS IN CRITICAL CONDITION,1293,m,32,9,9,10.0,9,9.6,9.9,10.0,9.9,0.5999999999999996,0.9000000000000004,0.0,0.9000000000000004,2.999258518218994,His mother is in critical condition.
851,FANS NEED TO HAVE A LITTLE FAITH,1293,m,32,8,9,10.0,8,9.6,9.6,10.0,9.6,1.5999999999999996,0.5999999999999996,0.0,1.5999999999999996,3.0170116424560547,Fans need to have a little faith.
852,DO YOU HAVE ANY QUESTIONS FOR HER,1293,m,32,8,10,10.0,9,9.8,10.0,10.0,10.0,1.8000000000000007,0.0,0.0,1.0,2.976644515991211,Do you have any questions for her?
853,I NEED TO BE MORE CLEVER,1293,m,32,9,10,10.0,9,9.8,10.0,10.0,10.0,0.8000000000000007,0.0,0.0,1.0,2.770843267440796,I need to be more clever.
854,WE HAVE A LOT OF SAME INTERESTS,1293,m,32,9,10,10.0,9,9.7,10.0,10.0,10.0,0.6999999999999993,0.0,0.0,1.0,2.8825595378875732,We have a lot of same interests.
